data_ID,video_ID,loop,distance,velocity,ANGLE
2,b2c5a2,0,0.0319,3.9875,11.91704689
2,b2c5a2,0,0,0,360.7325601
3,b2c5a1,0,0.044873016,5.609127049,0
3,b2c5a1,0,0.229068993,28.63362414,16.98333056
3,b2c5a1,0,0.114573339,14.32166737,0
3,b2c5a1,0,0,0,14.56583542
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.070999631,8.874953873,0
3,b2c5a1,0,0.03177,3.97125,20.86508196
3,b2c5a1,0,0.071044359,8.880544835,391.1075498
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.07109355,8.886693793,0
3,b2c5a1,0,0,0,4.644796511
3,b2c5a1,0,0.131010469,16.37630858,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.0318,3.975,0
3,b2c5a1,0,0,0,202.1724884
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.089823777,11.22797211,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.03177,3.97125,0
3,b2c5a1,0,0.044950783,5.618847886,384.2747647
3,b2c5a1,0,0,0,16.39318867
3,b2c5a1,0,0.044943716,5.617964489,0
3,b2c5a1,0,0,0,5.468407984
3,b2c5a1,0,0.165033651,20.62920631,0
3,b2c5a1,0,0,0,22.58863985
3,b2c5a1,0,0.03177,3.97125,0
3,b2c5a1,0,0.233436372,29.17954656,381.4187303
3,b2c5a1,0,0.547444056,68.43050695,0
3,b2c5a1,0,0.664031196,83.00389956,0
3,b2c5a1,0,0.299681541,37.46019258,0
3,b2c5a1,0,0.142057399,17.75717483,0
3,b2c5a1,0,0.22906622,28.63327746,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.105348064,13.16850801,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.03176,3.97,0
3,b2c5a1,0,0.089844988,11.23062345,9.737499598
3,b2c5a1,0,0.06353,7.94125,0
3,b2c5a1,0,0.12706,15.8825,9.689415786
3,b2c5a1,0,0.0953,11.9125,81.14100685
3,b2c5a1,0,0.0953,11.9125,57.83310227
3,b2c5a1,0,0.044922494,5.615311796,109.1697051
3,b2c5a1,0,0.100456074,12.55700931,0
3,b2c5a1,0,0,0,0
3,b2c5a1,0,0.044922494,5.615311796,0
3,b2c5a1,0,0,0,13.87567977
3,b2c5a1,0,0.171073687,21.38421092,0
3,b2c5a1,1,0.0953,11.9125,0
3,b2c5a1,1,0.105360124,13.17001554,106.0347131
3,b2c5a1,1,0.095293333,11.91166668,17.94669568
3,b2c5a1,1,0.06353,7.94125,14.24934936
3,b2c5a1,0,0.03177,3.97125,158.088539
3,b2c5a1,0,0.071030936,8.878866939,316.8691378
3,b2c5a1,0,0.118859092,14.85738653,16.92856222
3,b2c5a1,0,0.145573155,18.19664435,0
3,b2c5a1,0,0.044922494,5.615311796,24.75732683
3,b2c5a1,0,0.114534497,14.31681207,0
3,b2c5a1,0,0.105360124,13.17001554,0
3,b2c5a1,0,0.18792681,23.49085124,0
3,b2c5a1,0,0.100456074,12.55700931,28.40168756
3,b2c5a1,0,0.03177,3.97125,0
3,b2c5a1,0,0,0,8.964645246
3,b2c5a1,0,0.03177,3.97125,0
3,b2c5a1,0,0.142066343,17.75829287,165.4084555
3,b2c5a1,0,0.044929565,5.61619561,14.70025084
3,b2c5a1,0,0.114540044,14.31750546,0
3,b2c5a1,0,0.089852059,11.23150737,13.95552748
3,b2c5a1,0,0.044922494,5.615311796,0
3,b2c5a1,0,0.100456074,12.55700931,0
3,b2c5a1,0,0.06353,7.94125,44.50971765
3,b2c5a1,0,0.114534497,14.31681207,8.695861823
3,b2c5a1,0,0.173989548,21.74869346,0
3,b2c5a1,0,0.03177,3.97125,27.67375331
4,b2c3a2,0,0.131242333,16.40529158,0
4,b2c3a2,0,0.656212876,82.02660948,5.230211665
4,b2c3a2,0,0.095491333,11.93641667,0
4,b2c3a2,0,0.09549,11.93625,6.728355041
4,b2c3a2,0,0.135043489,16.8804361,24.76720455
4,b2c3a2,0,0.19098,23.8725,0
4,b2c3a2,0,0.03183,3.97875,11.9669041
4,b2c3a2,0,0.196223193,24.52789915,130.3041704
4,b2c3a2,0,0.131240635,16.40507936,0
4,b2c3a2,0,0.095491333,11.93641667,5.570623293
4,b2c3a2,0,0.162311793,20.28897413,4.914818041
4,b2c3a2,0,0.06366,7.9575,0
4,b2c3a2,0,0.174344654,21.7930818,36.65738391
4,b2c3a2,0,0.100658144,12.582268,0
4,b2c3a2,0,0.256627742,32.07846773,4.889487996
4,b2c3a2,0,0.821458127,102.6822659,4.786029757
4,b2c3a2,0,0.131245728,16.40571604,3.860046902
4,b2c3a2,0,0.09549,11.93625,3.492527086
4,b2c3a2,0,0.071174044,8.896755465,5.841511449
4,b2c3a2,0,0.071174044,8.896755465,26.29922459
4,b2c3a2,0,0,0,4.473287662
4,b2c3a2,0,0.03183,3.97875,0
4,b2c3a2,0,0.03183,3.97875,5.178522961
4,b2c3a2,0,0,0,5.178652513
4,b2c3a2,0,0.145863384,18.23292305,0
4,b2c3a2,0,0.188308819,23.53860244,0
4,b2c3a2,0,0.491059047,61.38238083,5.088247911
4,b2c3a2,0,0.077967259,9.745907314,0
4,b2c3a2,0,0.090035907,11.25448834,8.60004791
4,b2c3a2,0,0,0,0
4,b2c3a2,0,0,0,0
4,b2c3a2,0,0,0,0
4,b2c3a2,0,0,0,0
4,b2c3a2,0,0.045014418,5.626802211,0
4,b2c3a2,1,0.045014418,5.626802211,4.339578278
4,b2c3a2,1,0.03183,3.97875,6.515621319
4,b2c3a2,1,0.225081988,28.13524849,0
4,b2c3a2,1,0.329265615,41.15820181,0
4,b2c3a2,0,0.357297991,44.66224886,0
4,b2c3a2,0,0.090037321,11.2546651,0
4,b2c3a2,0,0.06367,7.95875,0
5,b2c3a1,1,0.06367,7.95875,203.1250272
5,b2c3a1,1,0,0,0
5,b2c3a1,1,0.03183,3.97875,406.0219298
5,b2c3a1,1,0.149308726,18.66359072,18.50027598
5,b2c3a1,1,0.248624574,31.07807178,0
5,b2c3a1,0,1.667817666,208.4772082,0
5,b2c3a1,0,1.500211341,187.5264177,0
5,b2c3a1,0,1.411468124,176.4335155,0
5,b2c3a1,1,0.911554904,113.944363,0
5,b2c3a1,1,0.077975424,9.746928042,0
5,b2c3a1,1,0.071174044,8.896755465,0
5,b2c3a1,1,0,0,0
5,b2c3a1,1,0,0,0
5,b2c3a1,1,0.0955,11.9375,84.89671662
5,b2c3a1,0,0.0955,11.9375,84.90462763
5,b2c3a1,0,0.105580228,13.19752847,20.43840545
5,b2c3a1,0,0.105577213,13.19715156,0
5,b2c3a1,0,0.142361504,17.79518799,0
5,b2c3a1,0,0.162321403,20.29017535,0
5,b2c3a1,0,0.03183,3.97875,212.5432024
5,b2c3a1,0,0.15917,19.89625,0
5,b2c3a1,1,0.03184,3.98,5.693999384
5,b2c3a1,1,0.06367,7.95875,0
5,b2c3a1,1,0.15916,19.895,0
5,b2c3a1,1,0.03183,3.97875,201.6796469
5,b2c3a1,0,0.225091887,28.13648593,5.06327759
5,b2c3a1,0,0.203833309,25.47916361,0
5,b2c3a1,0,0.22284,27.855,0
5,b2c3a1,0,0.13126028,16.40753504,4.49654556
5,b2c3a1,0,0.045021489,5.627686164,11.01566081
5,b2c3a1,0,0.100667947,12.5834934,0
5,b2c3a1,0,0.07118746,8.898432534,0
6,b2c2a1,0,0.071182988,8.897873517,0
6,b2c2a1,1,0.135066823,16.88335293,0
6,b2c2a1,1,0.07118746,8.898432534,3.085521087
6,b2c2a1,1,0.071182988,8.897873517,0
6,b2c2a1,1,0.03184,3.98,0
6,b2c2a1,0,0,0,205.3639552
6,b2c2a1,0,0.495231877,61.90398457,0
6,b2c2a1,0,0.131262706,16.40783821,6.037854167
6,b2c2a1,1,0.119121008,14.89012603,6.411541821
6,b2c2a1,1,0.077975424,9.746927962,4.632507333
6,b2c2a1,1,0.055131177,6.891397151,14.76735111
6,b2c2a1,1,0.203839556,25.47994447,0
6,b2c2a1,1,0.165424324,20.67804047,2.485593032
6,b2c2a1,0,0.231767106,28.97088824,6.383994171
6,b2c2a1,0,0.256661355,32.08266941,0
6,b2c2a1,1,0.655522771,81.94034638,4.175609914
6,b2c2a1,1,0.071182988,8.897873517,0
6,b2c2a1,1,0.437657801,54.70722509,0
6,b2c2a1,0,0.624646532,78.0808165,0
6,b2c2a1,0,0.279349282,34.91866024,0
6,b2c2a1,0,0.138764401,17.34555013,0
6,b2c2a1,0,0.045021489,5.627686164,0
6,b2c2a1,0,0.03184,3.98,96.33041939
6,b2c2a1,0,0,0,144.4222014
7,b2c1a2,0,0.113440896,14.18011201,10.91717928
7,b2c1a2,0,0.221212961,27.65162006,1.817425179
7,b2c1a2,0,0.32778131,40.9726637,0
7,b2c1a2,1,0.059421533,7.427691563,18.75860824
7,b2c1a2,1,0.04765,5.95625,177.3028021
7,b2c1a2,1,0.057258929,7.157366179,14.16759728
7,b2c1a2,1,0.067387276,8.423409531,0
7,b2c1a2,1,0.080976355,10.12204432,25.76281678
7,b2c1a2,1,0.1112,13.9,75.37855353
7,b2c1a2,1,0.065496756,8.187094456,22.23004302
7,b2c1a2,1,0.022485996,2.810749455,7.144320282
7,b2c1a2,1,0.0159,1.9875,0
7,b2c1a2,1,0.031765,3.970625,348.205069
7,b2c1a2,1,0.035531148,4.441393538,0
7,b2c1a2,1,0.022475392,2.809423943,0
7,b2c1a2,1,0.038938726,4.867340778,5.048969226
7,b2c1a2,1,0.050193258,6.274157221,27.75507185
7,b2c1a2,0,0.1627167,20.33958755,12.39108287
7,b2c1a2,0,0.047660014,5.957501705,12.21168668
7,b2c1a2,0,0.022471858,2.808982245,532.2668382
7,b2c1a2,0,0.23661137,29.5764212,10.31516694
7,b2c1a2,0,0.159607947,19.95099332,0
7,b2c1a2,0,0.052684587,6.585573396,10.79208911
7,b2c1a2,0,0.022485996,2.810749455,6.913591861
7,b2c1a2,0,0.114517859,14.31473236,7.681256899
7,b2c1a2,0,0.03175,3.96875,0
7,b2c1a2,0,0.0635,7.9375,136.2524912
7,b2c1a2,0,0.24296828,30.37103498,16.68881986
7,b2c1a2,0,0.240853556,30.10669455,0
7,b2c1a2,0,0.1498201,18.72751256,0
8,b2c1a1,0,0,0,0
8,b2c1a1,0,0.06367,7.95875,0
8,b2c1a1,0,0.077979506,9.747438285,71.26153827
8,b2c1a1,0,0.071182988,8.897873517,5.580963888
8,b2c1a1,0,0.12734,15.9175,0
8,b2c1a1,0,0.182879022,22.85987779,36.71365222
8,b2c1a1,0,0.14931299,18.66412372,6.774514346
8,b2c1a1,0,0.045021489,5.627686164,0
8,b2c1a1,0,0.06367,7.95875,7.111806567
8,b2c1a1,0,0.090042978,11.25537219,0
8,b2c1a1,0,0.09551,11.93875,0
8,b2c1a1,0,0.716108394,89.51354929,36.94343722
8,b2c1a1,0,1.312976554,164.1220693,2.308623129
8,b2c1a1,0,0.688696349,86.08704364,5.624641258
8,b2c1a1,0,0.605705863,75.71323287,4.887580953
8,b2c1a1,0,0.526958787,65.86984833,2.620424002
8,b2c1a1,0,0.688696349,86.08704364,3.434408762
8,b2c1a1,0,0.071182988,8.897873517,3.529167864
8,b2c1a1,0,0.095503333,11.93791668,117.0226365
8,b2c1a1,0,0.19624412,24.53051499,0
8,b2c1a1,0,0.03183,3.97875,6.56214118
8,b2c1a1,0,0.03183,3.97875,235.8896307
8,b2c1a1,0,0.055148498,6.893562214,235.0186248
8,b2c1a1,0,0,0,13.86735636
8,b2c1a1,1,0.06367,7.95875,0
8,b2c1a1,1,0.077979506,9.747438285,118.2540999
8,b2c1a1,1,0.142370448,17.79630602,18.32840088
8,b2c1a1,1,0,0,10.21498804
8,b2c1a1,1,0,0,0
8,b2c1a1,1,0.04502856,5.628569978,0
9,b2c6a1,0,0.03177,3.97125,4.889947048
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.077812124,9.726515547,0
9,b2c6a1,0,0.100456074,12.55700931,0
9,b2c6a1,0,0.145570973,18.19637159,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.077812124,9.726515547,6.996250722
9,b2c6a1,0,0.100452912,12.55661404,68.02437255
9,b2c6a1,0,0.320817705,40.10221318,0
9,b2c6a1,0,0.643207538,80.40094224,0
9,b2c6a1,0,0.089844988,11.23062345,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.06353,7.94125,103.1657599
9,b2c6a1,0,0.03176,3.97,205.3478874
9,b2c6a1,0,0.100456074,12.55700931,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.03177,3.97125,203.6784678
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.089844988,11.23062345,9.002526949
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.03176,3.97,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.06353,7.94125,102.7329511
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.03176,3.97,173.5980909
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.100452912,12.55661404,17.04749445
9,b2c6a1,0,0.06353,7.94125,103.4335127
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0.0953,11.9125,5.028100716
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
9,b2c6a1,0,0,0,0
10,b1c9a2,1,0.0963,12.0375,0
10,b1c9a2,1,0.390503491,48.81293631,12.16985689
10,b1c9a2,1,0.14354662,17.94332749,59.81847992
10,b1c9a2,1,0.292444918,36.55561474,19.08332132
10,b1c9a2,1,0.398343272,49.79290896,5.889212273
10,b1c9a2,1,0.071777782,8.97222276,4.111284491
10,b1c9a2,0,0.568806677,71.10083466,3.840149631
10,b1c9a2,0,0.418523591,52.31544886,4.976583296
10,b1c9a2,0,0.411074329,51.38429115,9.006878151
10,b1c9a2,0,0.330489728,41.31121594,10.74845927
10,b1c9a2,0,0.39704537,49.63067129,8.387944915
10,b1c9a2,0,0.0642,8.025,10.04430479
10,b1c9a2,0,0.0642,8.025,170.3318799
10,b1c9a2,0,0.071777782,8.97222276,22.38719732
10,b1c9a2,0,0.071777782,8.97222276,0
10,b1c9a2,0,0.071777782,8.97222276,0
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0.0642,8.025,145.3199096
10,b1c9a2,0,0.071777782,8.97222276,11.8735072
10,b1c9a2,0,0.090792511,11.34906384,14.8396517
10,b1c9a2,0,0.0963,12.0375,0
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0.0321,4.0125,291.1021917
10,b1c9a2,0,0.0321,4.0125,292.0236525
10,b1c9a2,0,0,0,0
10,b1c9a2,0,0.045396255,5.674531919,10.27049426
10,b1c9a2,0,0,0,0
11,b1c9a1,0,0.101992941,12.74911768,5.777615155
11,b1c9a1,0,0.03226,4.0325,0
11,b1c9a1,0,0.06451,8.06375,61.34526896
11,b1c9a1,0,0.116292896,14.53661202,5.051632587
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.116287349,14.53591866,0
11,b1c9a1,0,0.06451,8.06375,5.379380005
11,b1c9a1,0,0.03225,4.03125,123.995721
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.09676,12.095,40.99747527
11,b1c9a1,0,0.072122137,9.015267086,0
11,b1c9a1,0,0.03226,4.0325,126.3220118
11,b1c9a1,1,0.101992941,12.74911768,9.247115244
11,b1c9a1,1,0.06451,8.06375,0
11,b1c9a1,1,0.06451,8.06375,5.378219121
11,b1c9a1,1,0.09676,12.095,41.30309042
11,b1c9a1,1,0.03226,4.0325,127.7070051
11,b1c9a1,1,0.072126609,9.015826103,73.58606907
11,b1c9a1,1,0,0,0
11,b1c9a1,1,0.06451,8.06375,5.355642791
11,b1c9a1,1,0.072113192,9.014149034,9.78756917
11,b1c9a1,0,0.116287349,14.53591866,0
11,b1c9a1,0,0.06451,8.06375,62.19863284
11,b1c9a1,0,0.03225,4.03125,124.9132282
11,b1c9a1,0,0.101992941,12.74911768,0
11,b1c9a1,0,0.132979858,16.62248223,5.126217373
11,b1c9a1,0,0.045608387,5.701048423,0
11,b1c9a1,0,0.03225,4.03125,125.9108207
11,b1c9a1,0,0.09676,12.095,41.30363661
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.072122137,9.015267086,6.03066201
11,b1c9a1,0,0.045615459,5.701932375,0
11,b1c9a1,0,0.03225,4.03125,124.4027416
11,b1c9a1,0,0.045608387,5.701048423,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.03225,4.03125,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.04562253,5.70281619,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.096766667,12.09583335,3.81666555
11,b1c9a1,0,0.06451,8.06375,62.65968676
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.045608387,5.701048423,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.09676,12.095,41.48222728
11,b1c9a1,0,0.079012374,9.876546793,0
11,b1c9a1,0,0.072122137,9.015267086,5.89195777
11,b1c9a1,0,0.045608387,5.701048423,5.436855565
11,b1c9a1,0,0.03225,4.03125,126.3097548
11,b1c9a1,0,0.091216775,11.40209685,0
11,b1c9a1,0,0.03226,4.0325,124.4827213
11,b1c9a1,0,0.03225,4.03125,5.097527121
11,b1c9a1,0,0.055870186,6.983773268,2.673619758
11,b1c9a1,0,0.045615459,5.701932375,0
11,b1c9a1,0,0.055858639,6.982329818,0
11,b1c9a1,0,0.072122137,9.015267086,9.128806361
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.045615459,5.701932375,0
11,b1c9a1,0,0.045615459,5.701932375,0
11,b1c9a1,0,0,0,0
11,b1c9a1,0,0.101992941,12.74911768,0
11,b1c9a1,0,0.116292896,14.53661202,6.043693813
11,b1c9a1,0,0.072126609,9.015826103,29.83720189
11,b1c9a1,0,0.12901,16.12625,0
11,b1c9a1,0,0.06451,8.06375,5.174305496
11,b1c9a1,0,0.072126609,9.015826103,28.46885944
11,b1c9a1,1,0.595589171,74.44864636,5.170843862
11,b1c9a1,1,0.338272318,42.28403973,8.04819499
11,b1c9a1,1,0.32414232,40.51779002,0
11,b1c9a1,1,0.111728824,13.96610305,6.941222065
11,b1c9a1,1,0.237004463,29.62555783,0
11,b1c9a1,0,0.03225,4.03125,127.1019213
11,b1c9a1,0,0.136846376,17.10579694,0
11,b1c9a1,0,0.072126609,9.015826103,10.00928335
11,b1c9a1,0,0.06451,8.06375,67.60877274
11,b1c9a1,0,0.03226,4.0325,126.5884959
11,b1c9a1,0,0.096763333,12.09541668,0
11,b1c9a1,0,0.120681814,15.08522673,4.13910669
11,b1c9a1,0,0.03226,4.0325,136.5235161
11,b1c9a1,0,0.09676,12.095,42.43976538
11,b1c9a1,0,0.120676469,15.08455859,9.012042405
11,b1c9a1,1,0,0,0
11,b1c9a1,1,0.111734598,13.9668247,8.539717269
11,b1c9a1,1,0.173688278,21.71103471,0
11,b1c9a1,1,0.072126609,9.015826103,0
11,b1c9a1,1,0.164464952,20.55811902,6.730132897
11,b1c9a1,1,0.151282964,18.91037054,0
11,b1c9a1,1,0.449227856,56.15348197,6.30705949
11,b1c9a1,0,0.267910289,33.48878614,0
11,b1c9a1,0,0.78607334,98.25916746,6.089002201
11,b1c9a1,0,1.111671632,138.958954,0
12,b1c8a1,0,0.21642415,27.05301872,5.580046317
12,b1c8a1,0,0.174778268,21.84728351,0
12,b1c8a1,0,0.174778268,21.84728351,16.41820194
12,b1c8a1,1,0.385579101,48.19738759,0
12,b1c8a1,1,0.188782106,23.59776323,0
12,b1c8a1,1,0.196706451,24.58830635,8.560024211
12,b1c8a1,1,0.183308994,22.91362426,5.477855134
12,b1c8a1,0,0.18607082,23.25885251,9.726177153
12,b1c8a1,0,0.045127555,5.640944347,8.839631331
12,b1c8a1,0,0.03191,3.98875,166.0165443
12,b1c8a1,0,0.142705858,17.83823229,6.597280533
12,b1c8a1,1,0.06382,7.9775,4.913098766
12,b1c8a1,1,0.21642415,27.05301872,6.817365869
12,b1c8a1,1,0.559108368,69.88854595,4.135301927
12,b1c8a1,1,0.558206171,69.77577144,4.971204317
12,b1c8a1,1,0.34071306,42.58913247,8.397800019
12,b1c8a1,1,0.135382664,16.92283304,9.738104782
12,b1c8a1,1,0.119396287,14.9245359,20.02714256
12,b1c8a1,0,0.171853608,21.48170097,0
12,b1c8a1,1,0.055275515,6.909439422,11.34446312
12,b1c8a1,1,0.03191,3.98875,5.249746174
12,b1c8a1,1,0.06382,7.9775,98.18299012
12,b1c8a1,1,0.06383,7.97875,0
12,b1c8a1,1,0.334687299,41.83591232,8.411201238
12,b1c8a1,1,0.09025511,11.28188869,0
12,b1c8a1,1,0.071352929,8.919116145,75.27995055
12,b1c8a1,1,0.204333065,25.54163311,14.73312975
12,b1c8a1,1,0.162719518,20.33993981,0
12,b1c8a1,1,0.09025511,11.28188869,9.851803346
12,b1c8a1,1,0.474385671,59.29820889,6.653698622
12,b1c8a1,1,0.183308994,22.91362426,8.053008854
12,b1c8a1,1,0.15955,19.94375,8.697505459
12,b1c8a1,0,0.790705901,98.83823756,7.134682087
12,b1c8a1,0,0.214058787,26.75734844,4.718849561
12,b1c8a1,0,0.265064367,33.13304593,5.794010013
12,b1c8a1,0,0.06382,7.9775,120.6257194
12,b1c8a1,0,0.35245747,44.05718376,0
12,b1c8a1,0,0.09025511,11.28188869,10.2993765
12,b1c8a1,0,0.174778268,21.84728351,0
12,b1c8a1,0,0.115058689,14.38233606,0
12,b1c8a1,0,0.142705858,17.83823229,54.84688985
12,b1c8a1,0,0,0,0
12,b1c8a1,0,0.06382,7.9775,114.1718724
12,b1c8a1,0,0.03191,3.98875,229.4188356
12,b1c8a1,0,0.045127555,5.640944347,175.8429627
12,b1c8a1,0,0,0,0
12,b1c8a1,0,0.131568301,16.44603756,0
12,b1c8a1,0,0,0,0
12,b1c8a1,0,0.045127555,5.640944347,0
12,b1c8a1,0,0,0,0
12,b1c8a1,0,0,0,0
12,b1c8a1,0,0.03191,3.98875,0
12,b1c8a1,0,0.09573,11.96625,74.56077682
13,b1c2a5,0,0.03232,4.04,0
13,b1c2a5,0,0.058298992,7.287374034,341.9265829
13,b1c2a5,1,0.06043846,7.554807451,0
13,b1c2a5,1,0.068518647,8.564830887,0
13,b1c2a5,1,0.01615,2.01875,16.12568489
13,b1c2a5,1,0.028007287,3.500910819,9.190466908
13,b1c2a5,0,0.06464,8.08,17.0139222
13,b1c2a5,0,0.058282355,7.28529437,171.5009162
13,b1c2a5,0,0.022881993,2.860249115,148.4298464
13,b1c2a5,0,0.11315,14.14375,0
13,b1c2a5,0,0.497033321,62.12916511,9.216329639
13,b1c2a5,0,0.079187925,9.898490573,0
13,b1c2a5,0,0.175545295,21.94316188,0
13,b1c2a5,0,0.08397753,10.49719129,0
13,b1c2a5,0,0.053566506,6.695813291,0
13,b1c2a5,0,0.0323,4.0375,0
13,b1c2a5,0,0.036161694,4.520211728,0
13,b1c2a5,0,0,0,0
13,b1c2a5,0,0.0162,2.025,0
13,b1c2a5,0,0,0,9.202202848
